Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,RescuerID,VideoAmt,PhotoAmt,description_wordcount
2,9,243,266,2,2,7,0,2,1,2,2,2,1,2,50,41326,350,0,3.0,22
2,3,265,0,2,7,0,0,2,2,2,2,2,1,1,0,41326,4648,0,5.0,79
2,24,292,0,2,2,7,0,1,1,3,3,3,1,1,0,41326,2217,0,1.0,8
2,1,265,266,2,5,7,0,2,2,2,2,2,1,1,0,41326,1046,0,10.0,26
1,24,195,307,1,1,2,6,2,2,3,3,3,1,1,0,41327,2835,0,1.0,158
2,6,265,0,2,1,2,7,1,2,3,3,2,1,1,0,41326,1325,0,4.0,58
2,3,266,0,2,1,4,7,1,1,1,1,1,1,1,0,41336,4526,0,3.0,25
1,48,141,141,3,4,5,7,2,1,1,1,2,2,2,300,41326,5198,0,1.0,69
1,84,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41325,3245,0,2.0,29
1,3,128,307,1,2,7,0,2,2,1,1,2,1,1,0,41330,4253,0,3.0,27
2,1,265,266,2,1,3,7,1,2,2,1,2,1,1,50,41326,1530,0,5.0,109
1,2,307,0,1,1,0,0,2,1,2,2,2,1,3,0,41326,1981,0,1.0,10
1,10,178,0,1,7,0,0,1,3,1,1,1,1,1,500,41401,4592,0,3.0,14
2,2,243,265,3,1,4,7,2,2,2,2,2,1,5,0,41326,4915,0,3.0,23
2,24,263,0,1,1,4,7,2,1,1,1,1,1,3,0,41401,3758,0,1.0,57
2,2,266,0,1,1,4,7,1,1,2,2,2,1,1,0,41401,3283,0,4.0,27
1,3,307,0,2,2,3,5,2,1,3,3,3,1,1,0,41401,2208,0,4.0,120
1,2,307,0,1,2,0,0,2,1,1,3,3,1,1,0,41326,2217,0,1.0,5
1,24,307,0,1,7,0,0,2,2,3,3,3,1,1,0,41326,669,0,3.0,70
2,2,264,0,1,1,6,7,1,2,2,1,2,1,2,0,41326,912,0,5.0,360
1,1,307,0,1,5,7,0,1,2,2,2,2,1,1,50,41326,1406,0,0.0,37
1,1,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41326,4443,0,1.0,50
1,7,307,0,1,2,7,0,2,1,1,1,1,1,1,70,41325,3245,0,3.0,57
1,2,307,0,1,1,2,7,2,1,2,2,2,1,2,0,41327,2835,0,1.0,7
2,7,264,0,1,5,6,7,2,3,3,3,3,1,1,0,41401,3621,1,11.0,251
1,2,307,0,2,2,5,7,2,1,2,2,2,1,4,0,41336,3084,0,7.0,20
2,1,265,0,1,1,7,0,2,2,2,2,2,1,2,0,41326,1459,0,5.0,35
2,6,266,0,1,2,7,0,2,2,2,1,2,1,1,0,41326,5460,0,3.0,17
1,4,307,0,2,2,0,0,1,1,2,2,2,1,2,0,41325,1128,0,2.0,5
2,2,266,0,1,1,7,0,2,1,2,2,2,1,1,0,41401,2453,0,5.0,8
2,6,266,0,2,1,7,0,2,1,1,1,1,1,1,0,41336,4526,0,4.0,37
2,6,254,266,1,1,2,7,1,1,1,1,2,1,1,0,41327,2835,0,1.0,15
2,4,266,283,1,7,0,0,1,1,2,1,2,1,1,0,41326,2030,0,6.0,146
2,3,266,303,2,1,2,5,2,1,2,2,2,1,1,0,41330,3222,0,2.0,113
1,24,307,0,2,5,7,0,2,2,2,2,2,1,1,0,41325,171,0,3.0,19
2,3,266,0,2,1,2,4,2,1,2,1,2,1,1,0,41326,1836,0,3.0,38
1,72,141,0,1,5,0,0,3,2,1,1,2,1,1,0,41326,5445,0,6.0,196
1,12,179,0,2,2,0,0,2,3,1,1,2,1,1,100,41332,559,0,4.0,33
2,2,266,0,2,6,0,0,1,1,3,3,3,1,1,20,41401,2543,0,2.0,34
2,7,265,0,2,3,0,0,2,2,1,1,3,1,1,0,41401,3079,0,2.0,51
2,1,266,0,2,2,5,0,2,1,1,1,2,1,1,0,41324,3594,0,10.0,157
1,2,307,0,1,1,3,0,2,2,1,1,2,1,1,0,41401,2257,0,3.0,71
2,12,285,276,2,1,6,7,2,3,1,1,2,1,1,400,41326,1914,5,18.0,164
1,2,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41326,1723,0,2.0,88
2,1,265,266,3,2,3,6,1,2,2,2,2,1,4,0,41326,2822,0,4.0,58
2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,1454,0,1.0,14
1,1,307,0,1,1,2,0,2,1,3,3,2,1,4,0,41326,2409,0,6.0,20
2,18,266,0,3,1,7,0,2,1,2,2,2,1,4,0,41336,3341,0,1.0,138
1,24,307,0,2,1,2,7,3,1,3,3,3,1,1,0,41326,2217,0,3.0,5
2,10,266,0,2,2,0,0,2,1,1,1,1,1,1,200,41327,692,0,1.0,1
2,1,266,0,3,5,6,7,2,1,2,2,2,1,2,0,41326,318,0,3.0,40
2,8,265,0,1,4,7,0,2,2,2,2,2,1,1,0,41326,1374,0,1.0,8
1,4,307,307,3,2,0,0,2,1,2,1,2,1,3,0,41327,1204,0,3.0,105
2,3,266,0,1,2,0,0,2,1,2,1,2,1,1,0,41401,3522,0,8.0,85
2,5,266,0,2,1,2,3,1,1,3,3,3,1,1,0,41327,2835,0,1.0,18
2,3,266,0,1,1,0,0,1,1,2,2,2,1,1,0,41326,1998,0,4.0,130
2,6,266,0,2,2,5,6,1,1,2,2,2,2,1,0,41327,2835,0,1.0,119
2,2,266,0,3,1,4,6,1,1,2,2,2,1,3,0,41401,2082,0,0.0,23
1,24,195,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,1942,0,2.0,61
1,3,109,307,1,5,0,0,3,3,1,1,2,1,1,250,41326,4007,0,5.0,46
1,1,307,307,3,2,7,0,2,1,2,2,3,1,2,0,41326,3737,0,6.0,29
2,2,285,266,2,1,7,0,2,2,2,2,2,1,1,0,41332,3255,0,1.0,24
2,3,265,0,2,7,0,0,1,2,2,2,2,1,1,0,41401,593,0,1.0,42
1,2,31,0,2,1,0,0,2,2,2,2,2,1,1,0,41330,1962,0,1.0,2
1,2,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,3928,0,4.0,45
2,2,266,247,1,2,6,0,1,1,2,2,2,1,1,0,41336,1419,0,2.0,50
2,4,266,0,1,1,2,0,2,1,2,1,2,1,1,0,41401,1709,0,4.0,16
1,2,179,0,1,2,0,0,2,2,1,1,2,1,1,0,41401,2484,0,1.0,6
2,10,276,0,2,2,5,7,2,2,1,1,2,1,1,50,41401,1455,0,1.0,139
2,1,265,285,2,6,0,0,2,2,2,2,2,1,1,0,41401,4753,0,1.0,10
1,7,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,692,0,1.0,43
1,3,307,44,2,1,2,4,2,2,1,1,2,1,1,0,41326,3928,0,3.0,65
1,2,307,0,2,2,5,0,2,1,1,1,2,1,1,0,41332,3012,0,7.0,121
2,3,265,0,1,3,7,0,2,2,2,1,2,1,1,0,41401,146,0,5.0,35
1,36,218,307,1,2,5,0,1,2,1,1,1,1,1,150,41326,2217,0,5.0,20
1,2,307,0,1,3,0,0,2,1,1,1,2,1,1,0,41326,3440,0,2.0,15
1,1,141,0,1,1,0,0,3,1,1,1,2,1,1,200,41330,1962,0,2.0,146
2,2,266,0,1,4,0,0,1,1,2,2,2,1,1,0,41326,1998,0,3.0,229
1,2,307,307,2,1,2,7,2,1,2,1,2,1,3,0,41326,2418,0,0.0,37
2,3,266,0,2,2,6,7,3,1,1,1,2,1,1,0,41326,4178,0,3.0,73
2,12,266,0,3,1,7,0,2,1,1,1,3,1,4,0,41326,2753,0,2.0,28
2,18,285,266,2,5,0,0,2,2,3,1,2,1,2,0,41326,731,0,5.0,16
2,1,299,0,3,1,6,0,2,1,2,2,2,1,3,0,41336,3870,0,0.0,4
1,5,179,195,1,5,7,0,2,2,1,1,3,1,1,0,41326,1183,0,1.0,8
1,36,218,307,2,1,6,7,1,3,1,1,1,1,1,0,41326,4818,0,2.0,59
2,2,266,0,2,3,0,0,2,2,2,2,2,1,1,0,41401,1769,0,1.0,23
2,0,265,285,2,1,2,0,2,2,2,2,2,1,1,0,41401,4753,0,1.0,169
2,2,266,0,1,6,0,0,2,1,2,2,3,1,1,0,41326,1366,0,1.0,55
2,3,266,0,1,1,3,7,2,2,2,2,2,1,1,0,41326,4915,0,5.0,4
2,2,265,306,3,1,7,0,1,2,2,2,2,1,3,0,41326,4117,0,9.0,121
2,2,265,266,1,1,7,0,2,2,2,1,2,1,1,50,41326,1530,0,5.0,106
2,1,266,0,1,4,7,0,3,1,2,1,2,1,1,0,41326,704,1,3.0,88
1,48,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41326,1579,0,4.0,119
2,1,266,0,3,1,4,6,2,1,2,1,2,1,2,0,41401,1311,0,9.0,386
2,4,266,0,3,1,3,7,2,1,1,1,2,1,2,0,41326,749,0,5.0,56
2,24,266,0,2,6,0,0,2,1,2,2,2,1,1,0,41326,1191,0,2.0,32
1,36,205,179,1,2,5,0,1,2,1,1,1,1,1,0,41326,3928,0,4.0,55
2,0,266,0,3,1,3,4,2,1,2,2,2,1,4,0,41326,2047,0,6.0,93
2,4,285,264,2,1,2,7,1,3,2,2,2,1,5,0,41401,186,0,7.0,172
2,60,292,0,2,5,7,0,2,1,2,1,2,1,1,0,41401,5425,0,3.0,44
1,36,61,207,1,1,3,7,1,2,1,1,1,1,1,0,41326,3678,0,1.0,5
1,2,307,78,1,1,2,0,2,2,2,1,2,1,1,150,41326,3482,0,0.0,69
1,4,307,0,3,2,0,0,2,2,2,2,2,2,5,0,41326,1723,0,5.0,184
1,1,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41401,834,0,3.0,45
1,3,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41401,1311,0,1.0,222
1,12,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,3929,0,1.0,16
2,2,266,0,1,6,0,0,2,1,2,1,2,1,3,0,41326,944,0,10.0,34
1,48,128,147,2,7,0,0,2,1,3,1,3,1,1,0,41336,524,0,1.0,58
1,24,20,0,2,1,2,7,2,1,1,1,1,1,1,100,41401,1478,0,3.0,21
2,1,265,0,1,1,4,7,1,2,2,2,2,1,1,0,41326,5112,0,5.0,26
2,12,303,0,3,1,4,5,2,1,2,2,2,1,6,0,41326,504,0,4.0,146
2,1,265,0,2,1,7,0,1,2,2,1,2,2,1,50,41415,657,0,3.0,77
1,2,307,0,3,1,7,0,2,1,2,2,2,1,2,0,41326,4744,0,6.0,62
2,3,253,266,1,6,7,0,2,2,2,1,2,1,1,0,41332,3012,0,2.0,21
1,12,152,0,2,2,0,0,1,1,3,3,3,1,1,0,41326,2217,0,2.0,5
1,108,202,0,2,1,2,0,2,2,1,1,1,1,1,0,41327,2835,0,0.0,128
1,60,218,0,1,1,2,6,2,2,3,3,3,3,1,0,41401,5219,0,1.0,118
2,1,266,0,2,1,7,0,1,2,2,2,2,1,1,0,41401,1589,0,3.0,71
2,1,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41401,593,0,8.0,75
1,1,307,0,2,2,0,0,2,2,2,2,2,1,1,0,41330,1962,0,1.0,16
1,12,307,307,2,2,3,0,2,2,2,2,2,1,2,0,41324,2482,0,4.0,128
1,18,307,0,1,3,5,6,2,1,3,3,3,1,2,0,41326,669,0,4.0,73
1,11,307,141,1,3,0,0,3,1,1,1,1,1,1,0,41401,1243,0,3.0,92
2,11,266,0,1,1,6,7,2,1,1,1,1,1,1,0,41336,43,0,0.0,17
2,2,265,266,2,2,5,0,2,2,2,1,2,1,1,0,41326,4716,0,5.0,146
2,1,266,0,3,1,4,7,1,1,3,3,3,1,4,0,41326,5270,0,5.0,38
1,24,141,0,2,4,0,0,3,2,1,3,1,1,1,150,41332,4903,0,3.0,35
1,24,205,0,2,6,7,0,1,2,2,1,2,1,1,100,41326,1131,0,6.0,152
1,2,307,0,2,4,5,0,2,2,1,1,2,1,1,0,41326,3440,0,2.0,18
2,4,266,0,2,4,7,0,2,1,2,2,2,1,1,0,41327,2545,0,2.0,51
1,2,307,0,2,1,7,0,2,2,1,1,2,1,1,0,41326,3706,0,5.0,31
2,41,266,0,2,2,0,0,1,1,1,1,1,1,1,30,41326,2217,0,2.0,20
2,2,266,266,3,1,6,7,2,2,2,2,2,1,2,0,41401,3320,0,3.0,58
2,1,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41401,593,0,8.0,75
1,2,307,0,2,2,5,0,2,2,1,1,2,1,1,0,41326,3440,0,2.0,18
2,12,243,0,3,1,2,7,2,2,1,1,2,1,5,0,41326,2039,0,8.0,85
1,12,307,0,1,1,2,6,1,2,3,3,3,1,1,0,41326,1653,0,5.0,37
1,1,39,307,2,1,3,7,3,2,2,1,2,1,1,0,41401,2257,0,2.0,74
1,4,188,307,2,1,2,4,2,1,1,1,3,1,1,0,41401,5215,0,3.0,8
2,5,266,0,2,7,0,0,1,2,2,2,2,1,1,0,41336,2449,0,0.0,14
2,6,265,0,2,2,5,7,2,2,3,3,3,1,1,0,41326,828,0,6.0,181
1,2,307,0,2,2,5,7,2,1,1,1,3,1,1,0,41326,4466,0,4.0,20
2,4,265,0,1,1,6,0,2,2,2,2,2,1,1,0,41380,4587,0,3.0,45
2,12,285,264,1,5,7,0,2,2,3,1,1,1,1,550,41326,3844,0,3.0,16
1,2,307,0,1,1,2,0,2,1,2,1,2,2,1,150,41326,3482,0,1.0,119
2,7,264,0,2,7,0,0,2,3,1,1,2,1,1,0,41401,1581,0,5.0,156
2,2,292,299,1,6,7,0,1,2,2,2,2,1,1,0,41326,787,0,5.0,42
2,2,266,0,1,1,2,7,1,1,2,1,2,2,1,0,41326,2659,0,18.0,53
2,4,266,266,1,1,7,0,1,1,1,1,1,1,1,50,41401,1868,0,4.0,209
1,1,307,173,2,1,3,0,3,1,2,1,2,1,1,0,41401,2257,0,1.0,22
1,48,78,0,2,1,0,0,3,1,1,1,2,1,1,0,41401,185,0,4.0,19
2,2,266,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,3522,0,6.0,83
1,2,307,307,1,2,4,0,3,1,2,2,2,1,1,0,41326,1599,0,5.0,18
1,2,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41401,1494,0,11.0,43
2,8,282,0,1,1,0,0,1,2,1,1,2,1,1,0,41326,1591,0,1.0,6
1,24,207,0,1,1,2,3,1,3,1,1,2,1,1,0,41326,3928,0,5.0,44
1,13,307,189,1,1,2,0,2,2,1,1,2,1,1,0,41401,239,0,2.0,8
2,3,264,0,1,3,4,7,1,3,2,2,2,1,1,0,41326,5093,0,3.0,123
2,0,266,0,3,1,6,7,2,1,1,1,1,1,5,0,41326,4681,0,3.0,13
2,12,266,0,1,5,6,0,2,1,2,2,2,2,1,0,41401,4395,0,3.0,84
2,36,264,266,1,1,4,7,1,3,1,1,1,1,2,0,41326,147,0,5.0,322
1,46,307,200,2,2,7,0,2,2,2,2,2,1,1,0,41336,2070,0,3.0,18
2,8,266,0,1,1,6,7,2,1,1,1,2,1,1,250,41327,692,0,1.0,1
1,1,307,307,1,1,2,4,2,1,2,2,2,1,5,0,41332,3012,0,8.0,28
1,2,307,0,1,5,0,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,3
2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,1454,0,2.0,14
2,2,266,292,2,2,5,0,2,1,3,3,3,1,1,0,41326,3992,0,4.0,6
2,12,266,299,2,5,7,0,2,1,2,2,1,1,1,0,41327,3499,0,2.0,40
1,2,307,0,2,2,7,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,42
1,1,307,109,3,1,3,0,3,2,2,2,2,1,4,10,41401,1785,0,4.0,11
1,60,205,0,2,1,2,5,1,1,3,1,2,1,1,0,41401,1942,0,2.0,55
1,6,307,0,1,2,0,0,2,1,1,1,1,1,1,0,41401,4038,0,11.0,138
1,2,141,307,1,2,0,0,2,1,2,2,2,1,1,0,41326,3788,0,0.0,78
2,2,266,0,3,1,2,7,1,1,2,2,2,1,3,0,41326,2715,0,4.0,35
2,4,264,0,2,6,0,0,3,3,1,1,2,1,1,0,41326,2753,0,4.0,82
1,30,109,307,2,3,0,0,3,2,1,1,1,1,1,150,41326,2217,0,2.0,20
2,24,254,0,1,1,7,0,2,1,1,1,1,1,3,0,41401,3758,0,1.0,47
1,96,195,307,1,6,7,0,2,3,2,1,1,1,1,50,41326,5171,0,5.0,96
2,24,292,265,3,2,6,7,2,2,1,1,1,1,2,0,41401,3393,0,5.0,51
2,1,305,254,3,2,7,0,1,2,2,2,2,1,3,0,41326,1093,0,3.0,151
1,1,307,0,3,1,2,0,2,1,2,2,3,1,2,0,41326,73,0,8.0,23
2,8,266,0,3,2,7,0,1,1,1,1,1,1,2,0,41401,5522,0,5.0,9
1,12,76,0,2,1,7,0,3,1,3,3,3,1,1,0,41326,2217,0,3.0,37
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,1986,0,2.0,158
1,6,307,307,2,1,7,0,2,2,3,3,3,1,1,0,41327,1223,0,3.0,1
1,24,307,0,2,2,0,0,1,2,3,3,3,1,1,0,41326,2217,0,3.0,14
1,2,307,0,1,1,0,0,2,1,1,1,2,1,1,0,41326,3928,0,4.0,11
1,6,109,0,1,3,0,0,3,3,1,1,2,1,1,0,41326,5388,0,1.0,22
1,2,307,0,1,1,0,0,1,1,2,2,2,1,1,0,41401,1197,0,3.0,21
1,36,72,307,2,1,2,0,2,2,3,3,1,1,1,0,41324,2737,0,3.0,47
2,6,266,285,2,7,0,0,2,2,2,2,2,1,1,0,41326,4234,0,4.0,68
2,6,265,0,2,2,5,7,2,2,3,3,3,1,1,0,41326,828,0,6.0,181
2,3,266,0,2,6,7,0,1,1,2,1,2,1,1,0,41326,1454,0,1.0,14
1,60,307,0,1,1,2,0,2,1,1,1,1,1,1,50,41326,2217,0,2.0,20
1,2,307,0,2,1,2,4,2,2,2,2,2,1,1,0,41336,2686,0,3.0,63
1,1,307,307,1,2,7,0,2,2,1,1,2,1,1,0,41330,1962,0,9.0,87
2,1,266,265,1,1,7,0,2,2,2,2,2,1,1,0,41326,1046,0,14.0,49
1,7,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41327,692,0,1.0,39
2,8,266,0,2,1,4,7,2,1,2,2,2,1,3,0,41401,5019,0,7.0,74
2,3,266,0,1,5,7,0,1,1,1,1,1,1,2,0,41336,751,0,4.0,55
1,18,307,0,2,1,2,0,2,1,1,1,1,1,1,50,41326,2217,0,1.0,16
2,7,285,299,1,1,6,0,2,3,1,1,2,1,1,0,41401,2194,0,5.0,19
1,1,307,173,2,1,3,0,3,1,2,1,2,1,1,0,41401,2257,0,1.0,32
1,60,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,1922,0,1.0,53
1,7,307,0,3,1,2,4,2,2,2,2,2,1,2,0,41401,612,0,10.0,209
2,5,266,0,1,1,3,6,2,2,1,1,1,1,1,100,41326,4452,0,1.0,90
2,2,266,299,2,2,0,0,2,1,2,2,2,1,1,0,41327,3499,2,15.0,44
2,3,266,0,1,1,2,6,2,1,2,2,2,1,1,0,41326,813,0,3.0,17
1,3,76,0,1,1,7,0,3,1,1,1,2,1,1,0,41327,2835,0,0.0,21
1,2,307,0,1,7,0,0,2,1,2,2,2,1,1,0,41326,1503,0,3.0,12
1,9,307,307,2,2,0,0,2,1,2,1,2,1,1,0,41326,1682,0,2.0,24
1,12,307,0,1,1,2,0,2,1,2,2,2,1,1,0,41326,3440,0,2.0,11
2,7,299,0,1,1,6,0,1,1,3,3,3,1,1,0,41326,2217,0,1.0,6
1,3,307,0,2,1,2,0,2,1,1,1,3,1,1,0,41327,692,0,1.0,45
1,12,109,195,1,3,0,0,3,2,1,1,2,1,1,0,41324,994,0,1.0,11
1,2,307,0,2,1,2,0,2,1,2,1,2,1,1,0,41326,2290,1,5.0,74
2,3,266,266,3,1,6,7,2,1,2,2,2,1,3,0,41401,1399,0,4.0,88
2,5,266,0,2,7,0,0,1,2,2,2,2,1,1,0,41326,2339,0,1.0,7
1,1,307,0,1,1,2,0,1,1,2,2,3,1,1,0,41336,721,0,0.0,13
1,64,307,0,1,2,0,0,3,1,1,1,1,1,1,50,41326,2217,0,3.0,20
1,4,307,218,2,2,0,0,3,2,1,1,2,1,2,0,41401,2854,0,2.0,53
1,84,307,307,1,1,0,0,2,1,1,1,1,1,1,200,41401,1478,0,1.0,18
2,72,266,0,2,4,0,0,2,1,1,1,1,3,1,0,41401,5425,0,2.0,50
2,2,266,0,3,2,6,7,2,1,2,2,2,1,2,0,41401,305,0,5.0,70
2,4,266,0,2,1,2,6,1,1,1,1,1,1,1,0,41336,751,0,4.0,65
2,24,265,0,2,2,5,7,2,2,2,1,1,1,1,0,41326,1591,0,1.0,156
2,10,299,0,1,1,6,0,2,1,1,1,1,1,1,0,41326,3118,0,2.0,17
1,1,307,0,2,1,2,7,2,1,3,3,2,1,2,0,41326,2409,0,4.0,84
1,12,307,0,1,1,5,0,3,2,3,1,2,1,1,0,41326,1532,0,2.0,22
2,5,266,0,1,6,7,0,1,2,2,2,2,1,1,0,41401,1269,0,1.0,5
1,24,307,0,1,1,2,7,2,2,3,3,3,1,1,0,41326,669,0,5.0,57
1,10,307,0,1,1,4,7,2,1,1,1,1,1,1,0,41330,4253,0,1.0,33
2,2,265,0,1,2,7,0,2,2,2,1,1,1,1,0,41401,3522,0,11.0,176
2,1,266,0,3,2,5,0,2,1,1,1,2,1,5,0,41324,3594,0,9.0,165
1,12,69,0,1,2,5,0,2,2,3,3,3,1,1,0,41326,4700,0,1.0,61
1,24,307,307,1,2,3,0,3,2,3,3,3,3,1,1000,41324,3417,0,1.0,110
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41326,3928,0,4.0,25
1,2,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41327,692,0,1.0,43
1,7,307,0,1,1,0,0,2,1,3,3,3,1,1,0,41401,149,1,3.0,6
1,24,179,0,1,2,0,0,1,1,1,1,2,1,1,0,41401,1942,0,2.0,56
1,60,307,0,2,7,0,0,2,1,1,1,1,1,1,0,41330,5159,0,4.0,225
1,1,307,307,3,7,0,0,2,1,2,2,2,1,2,0,41332,3012,0,2.0,7
2,1,265,266,2,2,7,0,2,2,2,2,2,1,3,0,41326,4619,0,4.0,64
2,6,266,0,2,4,5,7,2,2,1,1,1,1,1,0,41327,3561,0,1.0,56
1,3,307,0,2,7,0,0,2,1,2,1,2,1,1,0,41326,3850,0,9.0,28
1,2,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41330,1962,0,1.0,5
2,1,266,0,3,1,6,7,1,1,2,2,2,1,6,0,41326,3834,0,3.0,16
2,2,266,0,1,5,0,0,2,1,2,1,3,1,1,0,41326,1366,0,1.0,45
1,3,307,0,2,2,7,0,1,1,1,1,2,1,1,0,41327,692,0,1.0,40
1,12,307,0,1,1,0,0,2,2,1,1,1,1,1,0,41326,3929,0,1.0,16
2,15,266,0,2,1,2,6,1,1,1,1,1,1,1,60,41326,2217,0,1.0,16
1,7,307,0,1,2,7,0,2,2,1,1,3,1,1,0,41336,2686,0,3.0,74
2,24,266,0,2,5,0,0,2,1,2,1,1,1,1,0,41326,1366,0,1.0,54
1,7,307,0,2,1,2,0,1,1,3,3,3,1,1,0,41326,3521,0,2.0,64
2,36,266,266,2,5,0,0,2,1,3,3,3,1,5,0,41325,4569,0,4.0,46
2,3,266,0,3,1,0,0,2,1,2,1,2,1,2,0,41327,3499,0,2.0,60
2,12,266,0,2,1,4,7,1,1,2,1,1,1,1,0,41326,1591,0,1.0,156
1,12,103,0,2,1,2,0,2,1,1,1,1,1,1,0,41401,5199,0,2.0,185
2,1,266,265,1,1,7,0,2,2,2,2,2,1,1,0,41326,1046,0,14.0,49
2,7,292,0,1,7,0,0,2,2,3,3,2,1,1,0,41326,787,0,4.0,46
2,2,266,264,3,1,3,5,1,1,1,1,2,1,5,0,41401,1792,0,4.0,68
2,2,266,266,3,1,6,7,2,2,2,2,2,1,2,0,41401,3320,0,3.0,58
1,24,178,0,1,2,7,0,1,2,1,1,2,1,1,228,41325,832,0,3.0,31
1,12,307,0,2,1,0,0,1,1,1,1,1,1,1,0,41401,5199,0,5.0,119
1,11,103,307,2,1,2,0,2,2,1,1,1,1,1,200,41326,2409,0,4.0,86
1,4,307,0,1,2,6,0,2,1,1,1,2,1,1,150,41327,692,0,1.0,1
1,1,307,0,2,2,0,0,2,1,2,1,2,1,1,0,41330,879,1,1.0,39
2,10,265,0,2,6,7,0,2,2,1,1,1,1,1,250,41327,692,0,1.0,1
1,72,69,307,1,3,0,0,2,2,1,1,2,1,1,0,41327,692,0,1.0,37
1,24,195,307,1,1,2,6,2,2,3,3,3,1,1,0,41327,2835,0,1.0,158
2,1,266,265,3,1,6,7,2,2,2,2,2,1,6,0,41336,1568,0,2.0,18
2,9,266,0,2,6,0,0,2,1,2,1,2,1,1,100,41326,2731,0,2.0,82
1,3,307,0,1,2,0,0,2,1,1,1,3,1,1,0,41327,692,0,1.0,37
1,1,307,0,1,2,7,0,2,2,2,2,2,1,1,0,41326,5451,0,3.0,18
1,48,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,453,0,5.0,91
1,60,307,0,1,2,0,0,2,1,1,2,1,1,1,0,41327,2946,0,4.0,125
1,3,307,0,2,1,2,0,2,1,1,1,2,1,3,0,41401,1792,0,3.0,29
2,22,283,0,3,2,4,5,3,1,2,2,1,1,2,0,41342,2381,0,2.0,40
2,5,266,0,1,6,0,0,2,1,2,2,1,1,2,0,41326,2713,0,5.0,191
2,1,264,264,2,1,6,7,2,3,2,2,2,1,4,0,41326,2822,0,6.0,16
2,2,266,0,3,1,6,7,1,1,2,2,2,1,4,0,41326,2554,0,1.0,33
2,2,265,0,1,1,7,0,2,2,2,1,2,1,1,0,41336,2510,0,4.0,15
1,12,307,0,1,2,7,0,2,2,1,1,2,1,1,35,41326,2409,0,2.0,94
1,2,307,0,3,1,2,7,2,2,2,2,2,1,4,0,41326,750,0,9.0,96
2,12,243,292,1,6,7,0,2,1,2,1,2,2,1,0,41401,2193,0,2.0,52
2,1,266,0,3,3,0,0,2,1,2,2,2,1,3,0,41327,3499,0,2.0,61
1,1,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,4063,0,1.0,129
1,1,307,0,1,2,0,0,2,1,2,2,2,1,1,0,41326,3946,0,4.0,83
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41336,4526,0,9.0,42
2,0,265,0,2,1,2,5,1,2,2,1,2,1,1,0,41401,3865,0,11.0,175
1,3,128,307,1,2,7,0,2,2,1,1,2,1,1,0,41330,4253,0,3.0,27
1,60,179,0,2,7,0,0,1,2,1,1,3,1,1,1,41336,4314,0,1.0,45
1,10,179,205,1,1,7,0,1,1,1,1,2,1,1,350,41336,5132,0,1.0,30
2,7,265,0,2,2,7,0,2,2,2,1,2,1,1,0,41326,3381,0,3.0,102
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,3928,0,5.0,41
1,14,213,201,1,1,3,7,2,2,1,1,1,1,1,0,41326,1492,0,4.0,63
1,36,147,0,2,7,0,0,1,1,3,3,3,1,1,50,41326,5348,0,2.0,120
1,3,307,0,2,2,5,7,2,1,1,1,2,1,1,0,41327,2835,0,1.0,81
1,2,179,195,2,2,0,0,1,2,2,1,2,1,1,500,41326,2703,0,0.0,45
2,9,297,276,1,1,7,0,3,2,2,1,1,1,1,0,41335,3123,0,3.0,55
2,2,265,0,1,2,4,0,2,2,2,1,2,1,1,0,41327,3499,0,2.0,25
2,3,264,0,2,1,2,4,1,2,2,1,2,1,1,200,41401,1709,0,5.0,3
2,2,265,266,3,1,4,0,2,2,2,2,2,1,2,0,41401,3233,0,2.0,32
