Type,Age,Breed1,Breed2,Gender,Color1,Color2,Color3,MaturitySize,FurLength,Vaccinated,Dewormed,Sterilized,Health,Quantity,Fee,State,VideoAmt,PhotoAmt,description_wordcount,age_category
2,3,266,0,3,1,2,7,1,1,1,1,3,1,3,0,41401,0,5.0,60,0.0
2,5,266,0,2,1,5,7,2,1,2,1,2,1,3,0,41401,0,5.0,44,0.0
1,2,307,0,1,5,0,0,2,2,3,3,3,1,1,0,41324,0,1.0,11,0.0
1,5,307,0,2,1,2,7,2,1,2,1,2,1,1,0,41336,1,2.0,91,0.0
2,4,265,0,1,1,2,7,2,2,3,3,3,1,2,0,41326,0,3.0,21,0.0
1,2,307,0,3,1,2,0,2,2,2,1,3,1,2,0,41401,0,5.0,54,0.0
1,4,307,0,2,4,7,0,2,1,3,3,3,1,1,100,41327,0,1.0,15,0.0
1,5,307,0,1,2,7,0,2,2,2,2,3,1,1,0,41326,0,1.0,40,0.0
1,24,307,0,2,1,2,7,2,2,1,1,3,1,1,0,41327,0,1.0,27,1.0
1,61,307,307,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,2.0,30,1.0
2,3,266,0,2,3,7,0,2,1,2,2,2,1,1,10,41361,0,2.0,74,0.0
2,7,266,0,2,2,7,0,2,2,2,2,2,1,3,0,41401,0,3.0,8,2.0
1,15,307,307,1,1,2,7,2,1,1,1,1,2,1,0,41401,0,3.0,31,1.0
1,7,218,0,2,1,0,0,3,3,1,1,1,1,1,0,41401,0,1.0,7,2.0
2,4,266,0,3,2,6,7,1,1,2,2,2,1,2,0,41401,0,4.0,4,0.0
2,5,294,0,2,1,4,7,1,1,1,1,1,1,1,0,41326,0,3.0,43,0.0
1,60,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41401,0,4.0,102,1.0
2,12,285,0,2,6,0,0,2,3,2,2,2,1,1,200,41336,0,3.0,34,2.0
2,11,266,266,1,4,7,0,2,1,1,1,2,1,2,200,41401,0,5.0,30,2.0
2,2,266,0,1,1,0,0,1,1,2,1,2,1,1,50,41326,0,1.0,47,0.0
2,4,266,0,2,1,7,0,1,1,2,1,2,1,1,0,41327,0,3.0,28,0.0
2,2,265,299,1,2,6,7,2,2,1,1,3,1,1,0,41401,0,14.0,236,0.0
1,7,307,307,2,2,7,0,2,1,1,1,2,1,1,0,41327,0,2.0,27,2.0
2,12,266,0,2,2,7,0,2,1,1,1,1,1,1,0,41332,0,4.0,3,2.0
1,1,75,307,3,1,2,5,1,2,3,3,3,1,6,0,41327,0,2.0,148,0.0
2,24,292,0,2,1,2,7,2,2,3,3,3,1,1,0,41327,0,3.0,34,1.0
2,4,266,0,1,1,7,0,3,1,2,1,2,1,2,0,41326,0,0.0,76,0.0
2,1,266,0,2,2,6,7,1,1,3,3,2,1,1,30,41326,0,1.0,23,0.0
2,36,299,0,2,1,3,7,2,1,1,1,1,1,3,0,41401,0,4.0,64,1.0
1,24,307,307,2,1,2,5,2,1,1,1,1,1,2,0,41326,8,30.0,256,1.0
2,4,265,278,3,7,0,0,3,2,1,1,1,1,2,100,41367,0,2.0,10,0.0
2,12,266,0,1,2,7,0,2,1,2,2,2,1,2,0,41336,0,4.0,29,2.0
1,3,307,0,1,1,2,3,3,1,2,2,2,1,1,0,41326,0,2.0,21,0.0
2,12,299,0,1,1,6,0,2,1,2,1,2,1,1,0,41326,0,3.0,1,2.0
1,3,307,0,1,2,5,7,2,2,1,3,3,1,1,0,41326,0,0.0,55,0.0
2,5,247,292,3,5,0,0,2,2,2,2,3,1,3,0,41326,0,4.0,222,0.0
1,24,307,0,3,1,5,7,2,1,2,1,3,1,5,0,41335,0,5.0,16,1.0
2,2,266,0,3,1,4,7,1,1,2,1,2,1,5,0,41401,0,2.0,142,0.0
1,5,307,0,2,1,7,0,1,1,2,2,2,1,2,0,41326,0,3.0,71,0.0
1,12,128,307,1,2,7,0,2,2,1,1,1,1,1,0,41330,0,6.0,91,2.0
2,5,266,0,1,1,7,0,1,1,1,2,3,1,1,0,41401,0,4.0,127,0.0
1,3,307,0,1,2,4,0,2,1,1,1,3,1,1,0,41332,0,3.0,34,0.0
2,6,266,0,1,1,7,0,2,2,2,1,2,1,1,0,41326,0,1.0,24,0.0
2,7,249,257,3,1,2,7,2,1,2,2,2,1,5,0,41326,0,4.0,86,2.0
2,3,266,0,3,1,2,0,1,1,2,2,2,1,3,0,41401,0,15.0,127,0.0
2,3,266,0,1,1,7,0,2,1,1,1,2,1,1,50,41401,0,6.0,199,0.0
1,12,307,78,1,1,2,0,2,1,3,3,3,1,1,0,41401,0,2.0,24,2.0
2,2,247,0,3,1,2,6,2,2,3,1,3,1,3,0,41401,0,0.0,79,0.0
1,5,307,307,2,2,7,0,3,1,1,1,1,1,1,50,41332,0,6.0,93,0.0
2,24,266,0,1,3,7,0,3,1,2,2,2,1,1,0,41326,0,4.0,56,1.0
1,3,123,307,1,2,5,7,2,2,1,1,2,2,1,200,41330,0,3.0,42,0.0
1,78,218,205,1,1,7,0,2,2,3,3,3,1,1,0,41326,0,2.0,68,3.0
1,8,78,307,1,2,0,0,3,1,3,3,2,1,1,0,41326,0,6.0,90,2.0
1,10,307,307,1,4,7,0,3,1,1,1,1,1,1,0,41326,0,2.0,4,2.0
1,3,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41326,0,3.0,21,0.0
1,4,307,109,1,3,0,0,2,2,1,2,1,1,1,0,41326,0,2.0,25,0.0
2,18,264,0,1,6,7,0,2,3,1,1,1,1,1,500,41330,0,0.0,246,1.0
1,6,307,0,3,1,2,7,2,1,3,3,3,1,3,0,41327,0,2.0,27,0.0
1,9,195,307,1,2,0,0,1,1,1,1,2,1,1,50,41401,0,4.0,106,2.0
1,60,307,0,2,5,0,0,2,1,1,1,1,2,1,0,41326,0,1.0,86,1.0
1,2,307,0,2,1,0,0,2,1,1,1,2,1,1,0,41326,0,4.0,64,0.0
2,24,265,0,2,5,6,7,2,2,1,1,1,1,1,0,41401,0,3.0,30,1.0
1,1,307,0,1,3,0,0,1,1,2,2,3,1,1,0,41401,0,2.0,24,0.0
2,5,266,0,2,3,4,7,2,1,2,1,2,1,1,10,41361,0,2.0,75,0.0
2,6,266,0,1,6,7,0,1,1,1,1,2,1,1,0,41401,0,5.0,79,0.0
1,2,307,0,2,2,3,5,2,2,2,2,2,1,3,0,41326,0,2.0,12,0.0
2,3,266,0,3,1,2,5,2,2,2,2,2,1,4,0,41336,0,2.0,12,0.0
2,17,266,0,2,1,2,3,2,1,1,1,2,1,1,0,41326,0,5.0,89,1.0
1,29,307,307,2,1,0,0,2,2,1,1,1,1,2,50,41326,0,5.0,77,1.0
1,1,307,0,3,1,2,7,2,1,2,2,2,1,3,0,41330,0,9.0,134,0.0
2,8,266,0,1,3,4,0,2,1,1,1,1,1,1,0,41401,0,3.0,22,2.0
2,9,279,0,2,1,0,0,2,3,1,1,2,1,1,500,41326,0,5.0,17,2.0
1,11,307,0,1,2,7,0,2,1,1,3,2,1,1,0,41326,0,2.0,57,2.0
1,3,307,0,1,3,0,0,2,2,1,1,2,1,1,0,41326,0,2.0,35,0.0
1,4,307,0,2,2,7,0,2,2,3,1,3,1,1,0,41326,0,3.0,101,0.0
1,2,307,0,3,2,5,0,2,1,1,1,2,1,3,50,41326,0,0.0,73,0.0
1,2,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,2.0,69,0.0
1,24,307,0,1,2,0,0,2,2,3,3,3,1,1,0,41401,0,3.0,101,1.0
2,4,283,243,2,1,0,0,2,2,2,2,2,1,1,50,41326,0,5.0,18,0.0
2,10,266,0,3,4,0,0,2,1,3,1,2,1,2,0,41401,0,3.0,128,2.0
1,19,307,218,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,3.0,39,1.0
2,9,266,0,2,4,0,0,2,1,3,3,3,2,1,0,41326,0,3.0,94,2.0
1,1,307,0,3,1,2,0,2,1,1,1,2,1,5,0,41326,0,5.0,14,0.0
2,4,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,3.0,9,0.0
1,5,76,307,2,1,6,7,3,1,1,1,2,1,1,50,41326,0,1.0,81,0.0
1,5,307,307,1,2,0,0,2,1,2,2,3,1,4,0,41326,0,5.0,4,0.0
2,3,254,299,3,1,5,6,2,2,2,2,2,1,2,0,41326,0,5.0,138,0.0
1,3,307,307,2,7,0,0,1,1,3,3,3,2,1,0,41326,0,0.0,26,0.0
1,12,307,0,2,7,0,0,3,1,3,3,3,1,1,0,41401,0,3.0,6,2.0
1,8,213,213,2,2,5,7,1,2,2,2,1,1,1,50,41326,0,4.0,17,2.0
1,6,307,0,2,2,4,0,2,2,3,1,2,1,1,0,41330,0,1.0,25,0.0
1,1,307,307,1,3,0,0,1,1,2,2,2,1,1,0,41326,0,3.0,14,0.0
1,8,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,4.0,22,2.0
1,12,307,0,2,1,7,0,2,1,2,2,2,1,1,20,41327,0,1.0,25,2.0
2,12,266,0,2,2,5,0,2,1,2,1,2,1,1,0,41326,0,1.0,14,2.0
1,8,42,307,1,5,0,0,2,1,1,1,1,1,1,0,41330,0,3.0,6,2.0
2,1,266,0,3,1,2,7,1,1,2,2,2,1,13,0,41326,1,13.0,128,0.0
2,1,265,0,3,4,6,0,1,1,2,1,2,1,3,0,41401,0,5.0,25,0.0
2,3,266,0,1,1,7,0,2,1,1,1,1,1,1,0,41326,0,15.0,68,0.0
2,5,294,0,2,1,6,7,1,1,1,1,1,1,1,0,41326,0,4.0,53,0.0
1,4,307,307,2,2,0,0,2,1,1,1,2,1,1,150,41326,0,1.0,23,0.0
2,12,266,0,2,1,2,7,2,1,1,1,2,1,1,0,41326,0,4.0,78,2.0
1,5,307,307,2,2,0,0,2,2,1,1,2,1,1,0,41326,0,3.0,3,0.0
1,1,307,117,2,1,2,0,2,1,1,1,1,1,1,0,41326,0,14.0,80,0.0
2,12,266,0,2,1,4,7,2,1,2,2,2,1,1,0,41401,0,1.0,53,2.0
1,12,307,0,1,2,7,0,1,1,3,3,3,1,1,0,41327,0,1.0,31,2.0
1,18,307,72,1,5,0,0,2,1,1,1,2,1,1,0,41330,0,2.0,76,1.0
2,5,304,247,2,6,7,0,2,1,2,1,2,1,2,0,41401,0,1.0,34,0.0
2,12,303,265,2,4,6,0,2,2,1,1,1,1,1,0,41401,0,5.0,55,2.0
2,17,283,0,2,2,3,4,2,1,1,1,2,1,1,0,41401,0,1.0,83,1.0
1,2,307,0,2,2,7,0,2,1,2,1,2,1,1,0,41326,0,1.0,38,0.0
1,7,44,307,2,2,5,7,2,2,1,1,1,1,1,0,41401,0,4.0,5,2.0
1,1,109,141,3,1,2,7,2,2,1,1,2,1,7,200,41326,0,11.0,45,0.0
1,9,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,9.0,11,2.0
1,1,307,0,3,1,2,0,1,1,2,2,2,1,7,0,41332,0,5.0,54,0.0
2,9,279,0,2,1,0,0,2,3,1,1,2,1,1,10,41326,0,3.0,26,2.0
2,12,266,0,1,1,7,0,2,1,3,3,2,1,1,50,41326,0,1.0,33,2.0
2,24,266,0,2,1,4,7,2,1,3,3,2,1,1,50,41326,0,1.0,24,1.0
1,36,307,0,1,1,2,0,2,1,1,1,2,1,1,0,41326,0,3.0,109,1.0
2,36,266,0,2,3,6,7,2,2,3,3,1,1,1,0,41326,0,5.0,107,1.0
2,4,283,283,2,3,6,7,1,1,2,2,2,1,1,0,41401,0,2.0,9,0.0
2,24,266,0,3,1,4,7,2,1,2,2,2,1,4,0,41326,0,4.0,18,1.0
1,18,307,0,2,1,7,0,2,1,1,1,1,1,1,0,41401,0,8.0,139,1.0
1,3,93,307,1,7,0,0,2,1,2,1,3,1,1,0,41335,0,9.0,56,0.0
1,8,307,0,2,1,7,0,2,2,1,1,1,1,1,0,41401,0,3.0,10,2.0
1,3,307,0,1,2,0,0,2,2,2,3,3,1,1,100,41332,0,1.0,10,0.0
2,3,266,0,1,2,6,7,2,1,3,3,3,1,1,0,41401,0,0.0,48,0.0
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,7.0,72,0.0
1,2,307,0,1,1,2,0,2,1,2,1,2,1,1,0,41327,0,3.0,90,0.0
1,1,307,0,3,1,2,7,1,2,2,2,2,1,6,0,41326,0,5.0,31,0.0
2,6,266,292,1,2,7,0,2,1,1,1,1,1,1,160,41326,0,3.0,9,0.0
1,84,103,307,2,1,2,7,2,1,1,1,1,1,1,0,41326,0,1.0,22,3.0
1,2,307,307,2,1,2,0,2,1,3,1,3,1,1,200,41401,0,3.0,10,0.0
2,25,265,0,2,2,6,7,2,2,1,1,3,1,1,0,41326,0,2.0,15,1.0
2,8,285,252,2,2,7,0,2,2,1,1,2,1,1,0,41326,0,4.0,8,2.0
1,3,307,0,3,3,4,5,2,2,2,2,2,1,6,50,41326,0,2.0,29,0.0
2,2,266,0,1,1,2,7,1,1,2,2,2,1,1,0,41326,0,2.0,10,0.0
2,1,266,0,3,1,2,7,1,1,2,2,2,1,5,0,41326,0,1.0,97,0.0
2,1,241,0,2,5,0,0,1,1,3,1,3,1,1,20,41326,0,4.0,100,0.0
1,36,307,0,2,1,2,0,2,1,2,2,1,1,1,0,41326,0,2.0,65,1.0
2,1,266,0,2,1,2,3,2,1,2,2,2,1,1,0,41326,0,6.0,65,0.0
1,2,307,307,3,2,4,5,1,1,2,2,3,1,6,0,41326,0,4.0,11,0.0
2,1,265,0,1,2,3,5,2,2,3,3,3,1,1,0,41326,0,7.0,111,0.0
1,24,307,0,2,1,7,0,2,1,1,1,3,1,1,100,41327,0,1.0,15,1.0
2,3,265,0,2,1,7,0,2,2,2,2,3,1,1,0,41326,0,4.0,96,0.0
2,3,247,247,3,1,6,7,2,2,2,1,3,2,2,0,41401,0,3.0,54,0.0
1,6,307,0,2,1,2,0,1,1,1,1,2,1,1,0,41326,0,2.0,15,0.0
1,24,49,307,1,5,0,0,3,3,1,1,2,1,1,0,41326,0,4.0,89,1.0
2,6,266,0,2,1,2,5,2,1,2,2,2,1,1,0,41326,0,1.0,10,0.0
1,4,307,0,2,1,2,0,1,2,1,1,1,1,3,0,41326,0,2.0,23,0.0
2,4,265,0,1,1,6,0,2,2,3,1,3,1,1,0,41401,0,2.0,32,0.0
1,2,307,0,3,1,0,0,2,1,3,3,3,1,6,0,41332,0,1.0,13,0.0
1,36,307,0,1,1,4,7,2,2,3,3,3,1,1,0,41401,0,3.0,114,1.0
1,7,307,0,1,1,7,0,1,1,2,2,2,1,1,50,41326,1,1.0,68,2.0
1,2,307,307,3,1,0,0,2,2,2,2,2,1,6,10,41326,0,5.0,12,0.0
1,3,307,0,2,2,7,0,2,1,2,2,2,1,1,0,41326,0,5.0,3,0.0
2,36,266,0,1,1,7,0,2,1,2,2,1,1,1,0,41326,0,1.0,87,1.0
2,12,265,0,3,1,5,7,2,2,1,1,1,1,2,0,41327,0,4.0,56,2.0
1,1,307,0,3,3,5,0,2,1,2,1,2,1,2,0,41401,0,1.0,9,0.0
2,1,254,266,2,1,2,3,1,1,2,2,2,1,1,0,41401,0,2.0,34,0.0
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41326,0,2.0,34,0.0
1,12,307,0,2,2,7,0,2,2,2,1,1,1,1,0,41325,0,3.0,44,2.0
1,2,307,0,2,1,2,7,2,1,1,1,2,1,1,0,41336,0,1.0,66,0.0
1,2,307,307,3,1,2,7,1,1,3,3,3,2,7,0,41401,0,12.0,2,0.0
1,2,307,0,1,1,7,0,3,1,2,1,3,1,1,0,41401,0,1.0,63,0.0
2,5,299,0,1,1,2,3,2,2,1,1,2,1,1,30,41326,0,1.0,26,0.0
1,12,307,0,3,1,2,7,2,2,1,1,1,1,4,0,41326,0,4.0,13,2.0
1,2,307,0,3,2,4,7,2,2,2,2,3,1,4,0,41401,0,5.0,65,0.0
2,6,266,0,2,6,0,0,2,2,2,2,1,2,1,0,41326,0,4.0,50,0.0
2,1,265,0,2,5,7,0,2,2,2,2,2,1,1,0,41327,0,4.0,36,0.0
1,3,307,0,2,1,2,0,2,2,1,1,3,1,1,100,41327,0,3.0,13,0.0
1,7,307,0,2,2,0,0,2,1,3,3,1,1,1,0,41326,0,3.0,65,2.0
1,12,307,0,2,1,7,0,1,1,2,2,2,1,1,0,41401,0,5.0,91,2.0
1,12,307,0,2,3,5,0,2,1,1,1,1,1,1,0,41326,0,1.0,30,2.0
1,48,173,0,2,1,7,0,2,1,1,1,1,1,1,300,41326,0,3.0,2,1.0
2,9,266,0,1,1,7,0,2,1,1,1,2,1,1,0,41401,0,3.0,88,2.0
2,3,265,0,2,1,2,7,1,2,2,1,2,1,1,50,41326,0,5.0,28,0.0
1,4,307,307,2,1,4,7,2,1,2,2,2,1,3,0,41401,0,0.0,26,0.0
2,60,299,0,1,1,2,5,4,2,1,1,1,1,3,0,41401,0,4.0,40,1.0
1,2,307,0,2,1,2,0,2,1,2,2,2,1,1,0,41401,0,1.0,35,0.0
1,4,307,307,2,1,2,0,2,2,1,1,2,1,1,150,41326,0,1.0,5,0.0
2,4,266,0,3,4,6,7,2,1,2,1,2,1,3,0,41326,0,3.0,62,0.0
1,2,307,0,3,1,2,5,1,2,2,2,2,1,7,0,41401,0,5.0,8,0.0
1,36,307,0,2,2,7,0,2,2,1,1,2,1,1,0,41327,0,5.0,67,1.0
2,19,266,266,1,6,0,0,2,1,1,1,1,1,2,0,41326,0,4.0,7,1.0
1,36,69,0,1,5,0,0,2,3,1,1,1,1,1,200,41401,0,1.0,59,1.0
1,12,307,0,1,3,5,0,2,1,1,1,1,1,1,0,41326,0,1.0,30,2.0
2,12,266,0,2,1,0,0,2,1,2,1,1,1,1,30,41326,0,3.0,106,2.0
1,36,205,195,1,1,2,6,1,2,1,1,2,1,1,0,41336,0,0.0,7,1.0
2,9,266,0,1,5,7,0,1,1,2,2,2,1,1,0,41326,0,2.0,15,2.0
1,3,3,0,1,2,0,0,2,2,2,1,2,1,4,0,41326,0,3.0,17,0.0
1,3,307,0,2,2,5,0,2,2,2,2,2,1,1,0,41326,1,4.0,72,0.0
1,12,307,0,2,2,0,0,2,2,3,3,1,2,1,0,41401,0,3.0,113,2.0
2,8,266,0,1,2,6,0,2,1,3,3,3,1,1,0,41326,0,2.0,13,2.0
1,24,141,307,1,5,0,0,3,1,2,1,2,2,1,0,41401,0,4.0,127,1.0
1,4,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41330,0,11.0,46,0.0
2,24,266,299,2,1,2,0,2,1,2,1,1,1,1,0,41326,0,4.0,154,1.0
1,36,307,0,1,1,2,0,2,1,1,1,3,1,1,0,41401,0,8.0,30,1.0
2,24,266,299,2,1,4,0,2,1,2,1,1,1,1,0,41326,0,5.0,128,1.0
1,2,307,307,2,1,2,0,3,1,2,1,2,1,1,50,41332,0,4.0,45,0.0
1,2,307,0,2,2,7,0,2,2,1,1,3,1,2,0,41324,0,2.0,16,0.0
1,7,307,0,2,2,0,0,2,1,1,1,1,1,1,0,41326,0,6.0,64,2.0
1,1,307,0,2,7,0,0,2,2,2,2,2,1,1,0,41327,0,5.0,17,0.0
1,2,307,0,3,1,2,5,2,2,3,3,2,1,9,0,41401,0,5.0,18,0.0
1,2,307,103,1,2,5,0,2,1,1,1,2,1,3,0,41401,0,1.0,18,0.0
1,2,307,307,2,5,0,0,2,1,1,1,2,1,1,0,41327,0,6.0,97,0.0
1,12,307,0,1,1,2,0,3,1,3,3,3,2,1,0,41330,0,3.0,83,2.0
1,6,307,307,2,2,0,0,2,1,2,2,2,1,1,50,41326,0,1.0,1,0.0
2,3,266,0,1,1,7,0,1,1,1,1,2,1,1,0,41332,0,6.0,3,0.0
1,24,307,0,1,2,0,0,3,1,1,1,1,1,1,200,41326,0,3.0,9,1.0
2,12,265,264,2,4,7,0,3,3,2,1,1,1,1,100,41401,0,11.0,57,2.0
2,15,266,254,2,1,2,7,1,1,1,1,1,1,1,0,41326,0,1.0,155,1.0
1,9,187,307,2,2,7,0,2,2,1,1,2,1,1,0,41401,0,3.0,34,2.0
2,24,265,0,1,3,7,0,2,1,2,2,3,2,1,0,41401,0,3.0,16,1.0
1,15,307,0,2,2,7,0,3,1,1,1,1,1,1,300,41401,0,5.0,68,1.0
1,8,307,307,2,2,0,0,2,1,2,1,1,1,1,10,41330,0,2.0,71,2.0
2,15,266,0,1,2,7,0,2,1,1,1,1,1,1,0,41327,0,4.0,7,1.0
2,8,265,285,3,2,5,7,2,2,2,2,3,1,7,0,41401,0,2.0,114,2.0
1,2,307,0,3,2,0,0,2,1,2,2,2,1,2,0,41336,0,5.0,57,0.0
1,24,307,0,1,1,2,0,3,2,1,1,2,1,1,0,41401,1,1.0,216,1.0
2,3,266,266,1,1,6,0,2,1,1,1,2,1,1,50,41401,0,1.0,64,0.0
1,36,141,0,2,4,0,0,2,1,2,1,1,1,1,0,41330,0,1.0,36,1.0
1,2,307,0,1,1,2,0,2,2,2,2,2,1,1,0,41326,0,6.0,117,0.0
1,36,218,0,1,7,0,0,3,3,1,1,1,1,1,300,41326,0,4.0,248,1.0
2,1,266,0,2,2,7,0,1,1,2,2,2,1,1,0,41326,0,4.0,21,0.0
1,24,307,307,3,5,7,0,1,2,2,2,2,1,4,0,41401,0,0.0,15,1.0
1,24,307,0,2,2,3,0,2,2,1,1,1,1,2,0,41327,0,21.0,159,1.0
1,2,307,0,2,2,0,0,2,1,2,2,2,1,1,0,41326,0,4.0,229,0.0
1,108,307,307,3,2,7,0,3,1,1,1,1,1,2,0,41326,3,5.0,49,3.0
1,2,307,0,2,2,7,0,2,1,2,2,2,1,6,0,41327,0,2.0,22,0.0
1,12,307,0,1,1,0,0,2,2,3,1,3,1,1,0,41401,0,1.0,81,2.0
2,2,266,0,3,1,6,0,1,1,2,2,2,1,6,0,41327,0,5.0,19,0.0
1,3,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,4.0,38,0.0
1,1,307,307,2,3,5,0,1,2,2,2,2,1,3,0,41330,0,4.0,3,0.0
1,1,141,307,2,4,7,0,2,2,2,2,2,1,1,0,41327,0,0.0,118,0.0
1,2,307,0,3,1,2,7,2,1,2,2,2,1,7,0,41326,0,3.0,55,0.0
1,2,307,0,1,1,2,7,1,1,1,1,2,1,1,0,41326,0,3.0,16,0.0
2,2,265,0,3,2,3,0,2,2,2,2,2,1,4,0,41327,0,5.0,89,0.0
1,8,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,3.0,1,2.0
1,24,307,0,2,3,0,0,2,1,1,1,1,1,1,0,41326,0,7.0,79,1.0
1,12,307,0,1,3,4,0,2,2,3,3,3,1,1,1,41326,0,1.0,66,2.0
2,8,267,267,1,1,6,7,2,2,1,1,3,1,1,100,41336,0,5.0,27,2.0
2,84,266,0,2,7,0,0,2,1,1,1,1,1,1,0,41326,0,4.0,35,3.0
1,2,307,307,3,1,2,7,2,2,3,3,3,1,3,0,41324,0,3.0,31,0.0
1,12,307,0,2,1,2,0,1,2,2,2,2,1,1,0,41326,0,2.0,57,2.0
1,2,307,0,2,2,0,0,2,1,1,1,2,1,1,0,41326,0,1.0,21,0.0
2,4,266,0,3,1,3,6,1,1,2,2,2,1,3,0,41326,0,8.0,56,0.0
1,4,307,0,1,7,0,0,2,1,1,1,2,1,1,0,41401,0,1.0,6,0.0
1,12,307,0,2,2,0,0,2,1,3,3,3,1,1,0,41326,0,1.0,9,2.0
2,1,264,0,3,1,3,0,1,2,2,2,2,1,2,0,41326,0,1.0,34,0.0
2,7,266,266,2,4,7,0,2,1,2,2,2,1,1,0,41332,0,5.0,81,2.0
1,2,307,0,2,2,0,0,2,2,1,2,2,1,1,40,41327,0,4.0,90,0.0
1,16,307,0,2,2,5,0,2,1,1,1,1,1,1,0,41326,0,6.0,123,1.0
2,20,304,271,1,2,5,0,3,3,1,1,1,1,1,100,41336,0,2.0,3,1.0
2,12,266,0,2,2,7,0,2,2,2,2,3,1,1,0,41326,0,5.0,4,2.0
1,8,307,307,2,2,3,0,1,2,3,3,3,1,1,0,41401,0,3.0,45,2.0
2,6,266,0,1,2,7,0,1,1,1,1,1,1,1,0,41401,0,2.0,64,0.0
2,12,292,264,1,2,5,7,2,3,1,1,2,1,1,100,41326,0,2.0,61,2.0
1,1,307,307,2,1,0,0,2,1,2,2,2,1,5,0,41326,0,1.0,24,0.0
1,36,205,205,2,1,6,7,1,3,1,1,3,1,1,0,41335,0,4.0,30,1.0
2,2,266,0,1,1,6,7,2,1,2,2,2,1,2,0,41336,0,4.0,18,0.0
1,7,75,307,2,1,2,0,2,1,1,1,2,1,1,0,41326,0,5.0,29,2.0
1,2,307,307,3,2,0,0,2,1,3,3,3,1,2,0,41327,0,2.0,22,0.0
1,36,75,307,2,2,0,0,1,2,3,3,3,1,1,0,41327,0,1.0,34,1.0
1,2,307,307,3,1,2,7,2,2,2,2,2,1,9,0,41330,0,9.0,34,0.0
2,10,266,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,1.0,19,2.0
1,2,307,307,3,1,2,5,2,1,2,2,2,1,5,150,41326,0,24.0,114,0.0
2,5,266,0,2,2,6,0,2,1,2,1,2,1,1,0,41326,0,5.0,221,0.0
1,5,307,0,1,2,4,5,2,2,1,1,2,1,1,0,41326,0,1.0,13,0.0
2,3,266,0,2,1,7,0,1,1,2,2,2,1,1,0,41326,0,2.0,40,0.0
1,10,44,76,2,2,7,0,2,1,1,1,1,1,1,0,41327,0,2.0,62,2.0
1,4,307,307,2,1,0,0,2,2,1,1,2,1,1,150,41326,0,1.0,18,0.0
2,1,266,0,2,6,0,0,1,1,2,1,2,1,1,0,41401,0,5.0,33,0.0
2,7,292,0,2,2,7,0,2,1,1,1,1,1,1,0,41326,0,2.0,30,2.0
1,96,207,0,1,2,0,0,1,2,3,3,2,1,1,0,41326,0,1.0,71,3.0
1,12,307,0,3,1,2,5,2,2,3,3,3,1,4,0,41401,0,1.0,264,2.0
2,14,264,266,2,1,4,7,3,3,1,1,1,1,1,0,41326,0,2.0,35,1.0
1,24,307,0,1,2,0,0,2,1,1,1,2,1,1,0,41401,0,2.0,36,1.0
2,3,266,0,2,2,7,0,2,1,1,1,2,1,1,50,41401,0,6.0,228,0.0
2,2,266,0,1,3,0,0,1,1,2,2,2,1,1,0,41326,0,1.0,63,0.0
2,3,266,0,1,1,6,0,1,2,1,1,2,1,1,0,41342,0,1.0,38,0.0
2,3,299,0,1,1,2,4,2,1,2,2,2,1,1,0,41326,0,4.0,57,0.0
2,3,299,0,2,1,2,7,1,1,1,1,2,1,1,0,41326,0,4.0,76,0.0
2,1,266,0,1,1,4,7,1,1,2,3,3,1,5,5,41401,0,4.0,126,0.0
1,120,307,307,2,2,0,0,1,1,3,3,3,1,1,0,41401,0,3.0,24,3.0
1,3,307,0,1,1,7,0,2,1,1,1,2,1,1,0,41324,0,5.0,102,0.0
2,48,243,0,1,2,5,0,1,1,1,1,1,1,1,0,41326,0,2.0,39,1.0
1,5,307,0,2,4,5,0,2,1,2,1,2,1,1,0,41326,0,1.0,11,0.0
1,3,307,0,2,1,0,0,2,1,2,2,2,1,1,0,41326,0,2.0,71,0.0
1,1,307,0,1,1,7,0,2,2,1,1,3,1,1,10,41332,0,5.0,19,0.0
2,4,266,0,1,1,3,7,1,1,1,1,2,1,2,40,41401,0,5.0,4,0.0
1,108,189,0,2,1,0,0,3,2,3,3,3,2,1,0,41401,0,1.0,74,3.0
1,12,307,0,2,1,2,7,2,1,3,3,1,1,1,0,41326,0,2.0,44,2.0
2,24,266,0,2,1,2,7,2,1,2,1,2,1,1,0,41326,0,5.0,53,1.0
1,1,307,307,3,1,2,7,2,2,2,2,2,1,3,0,41401,0,0.0,43,0.0
